Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,22-Apr-2024,25-Apr-2024,CE,21750.00,514.10,655.65,466.80,622.40,654.15,622.40,2115.00,23545.51,544.88,65200.00,-10500.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,21800.00,469.00,611.40,419.30,570.70,606.90,570.70,25439.00,283421.92,6136.82,759150.00,-266550.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,21850.00,355.60,563.75,355.60,531.00,563.65,531.00,10022.00,111665.77,2175.42,263650.00,-77250.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,21900.00,376.00,515.10,335.00,470.35,512.90,470.35,47297.00,527375.80,9473.65,819350.00,-239000.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,21950.00,320.00,469.35,294.45,432.30,462.80,432.30,17384.00,193874.24,3084.84,431950.00,-84950.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22000.00,303.00,421.95,255.50,380.20,420.65,380.20,232820.00,2597159.09,36139.09,3104750.00,-849050.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22050.00,262.60,377.90,220.00,337.20,375.40,337.20,58038.00,647615.00,7746.05,513950.00,-206950.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22100.00,245.00,332.85,186.95,293.70,327.50,293.70,349547.00,3903013.86,40519.51,1632300.00,-897600.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22150.00,198.00,290.40,156.25,251.50,286.00,251.50,304051.00,3397060.24,29695.42,561550.00,-676550.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22200.00,175.00,250.00,129.00,214.80,243.10,214.80,1626509.00,18188259.69,134009.79,3513200.00,-1245150.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22250.00,130.10,211.90,104.35,178.40,205.00,178.40,1679793.00,18802309.23,114612.11,1791000.00,486000.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22300.00,100.00,175.55,83.00,146.10,170.90,146.10,3506834.00,39301946.28,200747.18,5636150.00,765400.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22350.00,84.00,142.35,64.10,118.00,138.00,118.00,1502583.00,16861528.99,70163.97,2905000.00,1478500.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22400.00,78.95,112.00,49.00,92.40,109.65,92.40,1851726.00,20805211.68,65880.48,5372750.00,1436350.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22450.00,70.00,86.30,36.45,70.40,84.00,70.40,937096.00,10544026.12,25123.52,2120400.00,782300.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22500.00,35.30,64.00,26.55,51.55,61.50,51.55,2112782.00,23809993.49,41195.99,7222650.00,204450.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22550.00,26.35,45.35,18.85,35.90,43.00,35.90,918061.00,10363820.49,12682.71,2254400.00,331900.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22600.00,17.30,30.35,13.30,24.45,29.90,24.45,1314231.00,14863556.02,12745.72,7681600.00,3055050.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22650.00,15.75,19.95,9.45,16.10,18.75,16.10,750277.00,8501772.32,4885.29,2609050.00,996350.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22700.00,13.05,14.35,6.80,10.25,12.10,10.25,903117.00,10254363.97,3986.02,5395200.00,1506900.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22750.00,9.90,9.90,4.85,6.70,7.50,6.70,576444.00,6558790.95,1740.45,2855750.00,1261200.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22800.00,5.40,6.85,3.40,4.25,4.90,4.25,738808.00,8423937.01,1525.81,5880150.00,1739750.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22850.00,3.10,4.40,2.55,2.85,3.05,2.85,335946.00,3838683.81,500.76,1954050.00,-158250.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22900.00,2.35,3.50,2.05,2.30,2.40,2.30,497725.00,5699564.99,613.74,4214900.00,1146700.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,22950.00,2.40,2.85,1.55,1.70,1.55,1.70,277625.00,3186026.22,279.34,2031550.00,1304350.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23000.00,1.85,2.85,1.40,1.50,1.65,1.50,659325.00,7582804.70,567.20,10785150.00,537850.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23050.00,1.50,2.10,1.20,1.30,1.30,1.30,69634.00,802583.07,51.22,569550.00,64000.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23100.00,1.25,15.00,1.20,1.25,1.20,1.25,200711.00,2318350.72,138.67,1914300.00,398450.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23150.00,1.35,1.95,1.10,1.15,1.10,1.15,46441.00,537584.99,30.41,347500.00,107800.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23200.00,1.20,1.45,1.00,1.10,1.10,1.10,186550.00,2164092.71,112.71,2200000.00,162550.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23250.00,1.75,2.25,0.95,1.00,1.00,1.00,37874.00,440307.35,22.10,376700.00,107600.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23300.00,1.20,1.50,0.90,1.00,0.95,1.00,112531.00,1311046.27,60.12,1596400.00,348600.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23350.00,0.95,2.20,0.90,1.00,1.05,1.00,31335.00,365853.28,17.15,178350.00,56300.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23400.00,1.05,1.50,0.60,0.90,0.90,0.90,76633.00,896644.57,38.47,885250.00,25350.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23450.00,1.10,1.60,0.75,0.85,0.85,0.85,26294.00,308310.22,13.07,138450.00,58550.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23500.00,1.15,1.50,0.80,0.90,0.80,0.90,258335.00,3035562.17,125.92,4544400.00,245000.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23550.00,1.00,1.50,0.70,0.80,0.80,0.80,43929.00,517283.59,19.61,608450.00,9200.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23600.00,1.15,1.20,0.70,0.75,0.70,0.75,197006.00,2324752.44,81.64,1609950.00,1095350.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23650.00,1.10,1.25,0.65,0.75,0.80,0.75,39066.00,461972.77,17.32,172400.00,50750.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23700.00,1.05,1.30,0.70,0.80,0.70,0.80,55029.00,652118.13,24.48,597800.00,60050.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23750.00,0.95,1.25,0.65,0.75,0.70,0.75,20228.00,240216.41,8.91,94300.00,45900.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23800.00,1.05,1.30,0.70,0.90,0.70,0.90,58051.00,690833.19,26.29,631400.00,40150.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23850.00,1.05,1.25,0.60,0.70,0.60,0.70,30570.00,364561.08,13.83,90300.00,70250.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23900.00,1.05,1.20,0.70,0.90,0.70,0.90,49730.00,594296.50,23.00,809450.00,79400.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,23950.00,0.95,1.15,0.65,0.75,0.65,0.75,3841.00,45997.69,1.72,183000.00,5000.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24000.00,0.80,1.20,0.75,0.90,0.75,0.90,185358.00,2224380.92,84.92,5815200.00,-330250.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24050.00,0.85,1.05,0.60,0.70,0.65,0.70,10902.00,131101.10,4.55,108700.00,-36200.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24100.00,0.90,1.05,0.65,0.80,0.65,0.80,11728.00,141327.42,5.02,213800.00,-48600.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24150.00,0.90,1.00,0.60,0.70,0.60,0.70,5230.00,63154.51,2.26,92400.00,-31200.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24200.00,0.80,1.05,0.60,0.80,0.70,0.80,17180.00,207885.25,7.25,497550.00,16200.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24250.00,0.85,0.95,0.55,0.70,0.55,0.70,8736.00,105927.66,3.66,310250.00,-22000.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24300.00,0.80,1.00,0.50,0.60,0.50,0.60,12509.00,151989.07,4.72,329350.00,-11250.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24350.00,0.95,1.05,0.60,0.75,0.60,0.75,3973.00,48373.01,1.74,167950.00,18650.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24400.00,0.85,1.00,0.60,0.80,0.65,0.80,9938.00,121247.84,4.24,550000.00,23900.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24450.00,1.00,1.05,0.60,0.70,0.60,0.70,3215.00,39304.70,1.33,63800.00,7450.00,22336.40
NIFTY,22-Apr-2024,25-Apr-2024,CE,24500.00,0.95,1.40,0.55,0.70,0.60,0.70,94841.00,1161840.34,38.09,3579300.00,-261800.00,22336.40
NIFTY,23-Apr-2024,25-Apr-2024,CE,19600.00,2770.00,2816.70,2747.85,2749.65,2747.85,2749.65,676.00,7566.36,941.56,134800.00,-33050.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,19650.00,2801.95,2801.95,2705.85,2705.85,2705.85,2725.60,2.00,22.40,2.75,550.00,50.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,19700.00,2700.00,2717.00,2690.00,2714.95,2714.95,2675.60,19.00,212.84,25.69,3200.00,-600.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,19750.00,-,-,-,2377.15,2377.15,2625.65,-,-,-,500.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,19800.00,2589.00,2615.00,2583.00,2610.00,2610.00,2575.65,11.00,123.23,14.33,3550.00,-300.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,19850.00,-,-,-,2278.55,2278.55,2525.70,-,-,-,2450.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,19900.00,2510.00,2510.05,2510.00,2510.00,2510.00,2475.70,6.00,67.23,7.53,3550.00,-50.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,19950.00,-,-,-,2155.40,2155.40,2425.70,-,-,-,500.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20000.00,2387.45,2418.75,2349.40,2369.45,2355.25,2369.45,6016.00,67331.23,7171.23,731450.00,-153950.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20050.00,2329.65,2347.00,2302.80,2302.80,2302.80,2302.80,12.00,134.26,13.96,1200.00,-150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20100.00,2269.75,2311.25,2260.00,2260.00,2260.00,2275.75,30.00,335.73,34.23,3200.00,-1000.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20150.00,2228.15,2228.30,2189.00,2189.00,2189.00,2189.00,5.00,55.91,5.53,550.00,150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20200.00,2174.50,2213.45,2150.00,2166.00,2150.00,2166.00,44.00,492.58,48.18,30150.00,-1900.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20250.00,2127.75,2127.75,2079.80,2079.80,2079.80,2079.80,5.00,55.90,5.27,850.00,150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20300.00,2070.10,2115.00,2060.00,2068.70,2060.00,2068.70,24.00,268.59,24.99,12950.00,-900.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20350.00,-,-,-,1782.15,1782.15,2025.85,-,-,-,250.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20400.00,1975.65,2008.00,1966.85,1966.85,1966.85,1966.85,16.00,179.12,15.92,3950.00,-550.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20450.00,1980.50,1980.50,1881.85,1881.85,1881.85,1925.90,2.00,22.38,1.93,1200.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20500.00,1877.75,1921.45,1851.70,1868.65,1858.60,1868.65,777.00,8697.60,733.35,175300.00,-26150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20550.00,-,-,-,1561.75,1561.75,1825.95,-,-,-,2750.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20600.00,1784.80,1820.00,1766.65,1768.90,1766.65,1768.90,19.00,212.77,17.07,7150.00,-800.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20650.00,1772.95,1772.95,1668.55,1746.80,1746.80,1726.00,3.00,33.57,2.59,2300.00,-50.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20700.00,1656.00,1710.70,1650.00,1660.00,1650.00,1660.00,90.00,1006.68,75.18,40400.00,-2650.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20750.00,1651.00,1651.00,1571.85,1571.85,1571.85,1626.00,2.00,22.36,1.61,1650.00,50.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20800.00,1560.00,1600.00,1553.00,1553.00,1553.00,1553.00,22.00,246.14,17.34,21800.00,-950.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20850.00,-,-,-,1419.60,1419.60,1526.05,-,-,-,1800.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20900.00,1500.35,1500.35,1500.00,1500.00,1500.00,1476.10,4.00,44.80,3.00,6800.00,-150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,20950.00,-,-,-,1320.35,1320.35,1426.10,-,-,-,300.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21000.00,1424.65,1430.00,1347.15,1377.05,1358.00,1377.05,3942.00,44149.61,2758.61,496950.00,16100.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21050.00,-,-,-,1018.00,1018.00,1326.15,-,-,-,700.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21100.00,1270.00,1314.70,1263.00,1298.05,1298.05,1298.05,56.00,626.69,35.89,3900.00,-1850.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21150.00,1223.00,1258.15,1205.65,1258.15,1258.15,1226.20,11.00,123.09,6.77,900.00,-100.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21200.00,1186.10,1215.00,1164.45,1188.70,1188.70,1188.70,31.00,347.07,18.47,21450.00,-750.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21250.00,1182.00,1182.00,1147.25,1147.25,1147.25,1126.20,2.00,22.41,1.16,6850.00,-50.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21300.00,1090.00,1118.65,1053.50,1077.50,1054.85,1077.50,139.00,1555.73,75.38,26550.00,-1850.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21350.00,1065.35,1065.35,1040.10,1042.60,1042.60,1026.25,26.00,291.17,13.62,5650.00,100.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21400.00,982.05,1018.80,960.00,974.15,960.00,974.15,265.00,2966.55,131.05,42650.00,-650.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21450.00,-,-,-,907.65,907.65,926.30,-,-,-,10150.00,-,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21500.00,900.10,925.00,853.00,878.40,859.50,878.40,3367.00,37697.78,1502.53,352850.00,-87400.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21550.00,829.20,846.70,810.40,825.20,825.20,826.35,19.00,212.59,7.87,22200.00,-250.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21600.00,802.00,825.40,753.35,774.10,758.45,774.10,895.00,10020.24,354.24,157200.00,-15000.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21650.00,728.65,770.25,705.30,729.25,722.15,729.25,243.00,2720.96,90.49,29200.00,-2150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21700.00,705.05,723.95,655.90,672.95,662.15,672.95,897.00,10040.87,308.42,189250.00,-15600.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21750.00,678.90,678.90,609.45,622.35,611.35,622.35,406.00,4544.75,129.50,55250.00,-9950.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21800.00,607.10,626.85,556.00,574.20,560.40,574.20,4458.00,49912.95,1320.75,688150.00,-71000.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21850.00,562.30,578.20,508.70,526.75,512.35,526.75,1288.00,14420.84,349.44,244650.00,-19000.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21900.00,512.00,527.45,455.75,477.60,455.75,477.60,7926.00,88741.55,1951.85,737900.00,-81450.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,21950.00,450.00,476.35,410.80,428.75,415.20,428.75,2597.00,29080.11,578.04,373300.00,-58650.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22000.00,419.95,431.40,363.40,385.15,367.20,385.15,66843.00,748614.91,13341.91,2636150.00,-468600.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22050.00,366.00,383.25,316.70,336.20,322.00,336.20,9931.00,111229.44,1740.17,484700.00,-29250.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22100.00,338.85,338.85,270.55,290.55,276.00,290.55,78460.00,878989.70,12006.70,1306650.00,-325650.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22150.00,296.15,296.15,226.80,246.00,233.60,246.00,39700.00,444888.53,5211.03,431900.00,-129650.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22200.00,255.15,255.15,185.45,205.20,189.50,205.20,358323.00,4017083.35,39698.05,3145050.00,-368150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22250.00,179.95,247.15,148.90,167.45,154.00,167.45,282722.00,3171157.09,25874.84,1510750.00,-280250.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22300.00,181.65,181.65,115.00,132.00,120.00,132.00,1352716.00,15182542.55,99759.15,5350100.00,-286050.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22350.00,150.00,159.95,87.20,101.10,90.50,101.10,1630824.00,18318126.77,93668.57,3107750.00,202750.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22400.00,126.00,126.00,63.10,74.85,65.60,74.85,4724061.00,53116764.58,207281.38,8862400.00,3489650.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22450.00,84.30,88.95,44.00,53.10,45.80,53.10,1829011.00,20589943.07,59294.60,3374000.00,1253600.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22500.00,75.00,80.15,29.05,35.85,30.15,35.85,2599277.00,29300657.33,58791.08,9310900.00,2088250.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22550.00,50.05,50.80,18.15,23.00,18.60,23.00,1189478.00,13429176.32,17811.87,3440600.00,1186200.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22600.00,34.95,34.95,10.85,14.05,11.20,14.05,1798658.00,20341884.02,17048.62,8558450.00,876850.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22650.00,20.50,23.65,6.50,8.60,6.50,8.60,1064130.00,12057455.54,6183.29,3575950.00,966900.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22700.00,15.50,15.50,4.15,5.35,4.20,5.35,1288528.00,14629504.84,4712.04,7576150.00,2180950.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22750.00,7.30,9.50,2.50,3.25,2.85,3.25,846188.00,9627283.07,1894.57,3744900.00,889150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22800.00,5.15,6.05,1.80,2.10,1.85,2.10,1366271.00,15577378.07,1888.67,8471750.00,2591600.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22850.00,3.15,3.95,1.40,1.65,1.60,1.65,544970.00,6226844.21,561.96,2193150.00,239100.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22900.00,2.75,3.25,1.40,1.55,1.40,1.55,1189333.00,13618906.41,1043.56,4668050.00,453150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,22950.00,1.60,2.40,1.15,1.35,1.25,1.35,335645.00,3851773.40,247.02,2281700.00,250150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23000.00,1.50,1.90,1.15,1.35,1.20,1.35,1523434.00,17520605.22,1114.22,12230700.00,1445550.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23050.00,1.40,1.55,1.00,1.15,1.25,1.15,120639.00,1390440.62,76.15,697700.00,128150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23100.00,1.30,2.10,0.90,1.05,1.35,1.05,392373.00,4532138.75,230.60,2269300.00,355000.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23150.00,1.10,2.75,0.85,1.05,0.95,1.05,110378.00,1277686.39,61.04,781900.00,434400.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23200.00,1.10,1.45,0.75,0.95,0.95,0.95,390218.00,4526724.24,195.44,2570300.00,370300.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23250.00,0.95,1.20,0.75,0.90,1.05,0.90,45024.00,523425.29,21.29,372450.00,-4250.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23300.00,1.00,1.15,0.75,0.85,0.95,0.85,234736.00,2734779.15,104.75,1640050.00,43650.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23350.00,1.05,1.10,0.70,0.95,1.10,0.95,32714.00,381951.06,15.11,272500.00,94150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23400.00,0.80,1.20,0.75,0.85,0.80,0.85,112582.00,1317258.52,49.12,1012200.00,126950.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23450.00,0.85,1.00,0.70,0.80,0.85,0.80,26312.00,308519.01,10.81,130550.00,-7900.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23500.00,0.85,1.05,0.65,0.80,0.80,0.80,333375.00,3917288.13,131.88,4735600.00,191200.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23550.00,0.80,1.00,0.60,0.80,0.70,0.80,44875.00,528420.26,17.13,573450.00,-35000.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23600.00,0.70,1.00,0.65,0.85,0.80,0.85,150654.00,1777776.20,59.00,1723000.00,113050.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23650.00,0.80,2.20,0.65,0.75,0.70,0.75,38988.00,461048.64,15.54,198000.00,25600.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23700.00,0.65,1.00,0.55,0.70,0.70,0.70,73287.00,868479.04,28.09,576050.00,-21750.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23750.00,0.70,0.95,0.60,0.75,0.85,0.75,34500.00,409700.27,12.77,367350.00,273050.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23800.00,0.85,1.00,0.60,0.80,0.80,0.80,60491.00,719866.89,23.99,629250.00,-2150.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23850.00,0.75,0.95,0.55,0.75,0.60,0.75,32435.00,386799.05,11.67,277900.00,187600.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23900.00,0.70,0.95,0.65,0.75,0.85,0.75,68152.00,814442.89,26.49,703350.00,-106100.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,23950.00,0.60,0.90,0.60,0.80,0.85,0.80,2415.00,28920.53,0.90,176750.00,-6250.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24000.00,0.75,0.95,0.60,0.85,0.75,0.85,186065.00,2232851.57,71.57,5887550.00,72350.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24050.00,0.75,0.80,0.55,0.75,0.70,0.75,2786.00,33502.62,0.97,94800.00,-13900.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24100.00,0.65,0.85,0.55,0.70,0.70,0.70,8744.00,105368.26,3.06,214650.00,850.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24150.00,0.60,0.85,0.50,0.70,0.60,0.70,2000.00,24150.69,0.69,86200.00,-6200.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24200.00,1.00,1.00,0.55,0.80,0.80,0.80,16713.00,202233.13,5.83,482700.00,-14850.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24250.00,0.55,0.75,0.55,0.70,0.70,0.70,3364.00,40789.60,1.10,297450.00,-12800.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24300.00,0.50,0.80,0.50,0.65,0.65,0.65,16972.00,206215.29,5.49,298300.00,-31050.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24350.00,0.80,0.85,0.55,0.70,0.70,0.70,3008.00,36623.43,1.03,155550.00,-12400.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24400.00,0.85,0.85,0.55,0.75,0.65,0.75,9299.00,113450.85,3.05,514900.00,-35100.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24450.00,0.75,0.80,0.55,0.70,0.70,0.70,2839.00,34707.70,0.92,74900.00,11100.00,22368.00
NIFTY,23-Apr-2024,25-Apr-2024,CE,24500.00,0.55,0.85,0.50,0.75,0.65,0.75,83080.00,1017756.84,26.84,3734950.00,155650.00,22368.00
NIFTY,24-Apr-2024,25-Apr-2024,CE,19600.00,2835.00,2884.85,2795.00,2807.45,2824.30,2807.45,754.00,8466.99,1077.79,98600.00,-36200.00,22402.40
NIFTY,24-Apr-2024,25-Apr-2024,CE,19650.00,-,-,-,2705.85,2705.85,2756.20,-,-,-,550.00,-,22402.40
NIFTY,24-Apr-2024,25-Apr-2024,CE,19700.00,2760.00,2760.00,2700.00,2714.70,2705.00,2714.70,7.00,78.48,9.53,2950.00,-250.00,22402.40
NIFTY,24-Apr-2024,25-Apr-2024,CE,19750.00,-,-,-,2377.15,2377.15,2656.25,-,-,-,500.00,-,22402.40
NIFTY,24-Apr-2024,25-Apr-2024,CE,19800.00,2687.00,2687.00,2602.00,2604.70,2606.00,2604.70,26.00,292.03,34.63,3200.00,-350.00,22402.40
