Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,05-Apr-2024,25-Apr-2024,CE,22200.00,450.05,511.00,428.55,491.45,504.50,491.45,4391.00,49783.74,1043.63,430300.00,8650.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22250.00,421.95,470.00,405.20,456.85,465.50,456.85,552.00,6261.08,120.08,40200.00,-6900.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22300.00,405.70,435.75,356.05,414.15,426.50,414.15,8264.00,93797.70,1654.10,668400.00,35000.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22350.00,360.00,396.10,329.50,383.25,391.80,383.25,943.00,10709.38,171.35,52000.00,550.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22400.00,325.00,364.50,295.45,347.35,359.60,347.35,30657.00,348455.37,5096.97,1076950.00,25700.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22450.00,290.05,330.05,266.40,314.95,316.30,314.95,5637.00,64116.75,841.43,103300.00,-650.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22500.00,298.00,298.00,236.15,282.60,296.40,282.60,117396.00,1336555.01,15850.01,2975850.00,-253850.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22550.00,280.00,280.55,200.10,255.90,264.00,255.90,8653.00,98612.20,1049.62,126700.00,14550.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22600.00,200.05,238.85,187.45,226.55,235.90,226.55,35206.00,401621.78,3793.98,1140350.00,46500.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22650.00,200.00,212.00,167.65,203.00,208.50,203.00,4420.00,50477.06,420.56,103400.00,-14050.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22700.00,189.50,189.50,145.55,177.65,185.00,177.65,24655.00,281900.96,2066.71,693300.00,-57450.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22750.00,150.00,162.75,125.85,155.10,155.30,155.10,3680.00,42128.48,268.48,99500.00,10150.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22800.00,130.15,142.25,109.05,134.35,139.85,134.35,42284.00,484719.55,2681.95,1122550.00,123200.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22850.00,100.05,128.75,94.80,116.00,128.75,116.00,6813.00,78216.03,377.51,120950.00,58500.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22900.00,85.50,105.20,80.00,98.85,103.95,98.85,22809.00,262232.09,1069.04,682950.00,123450.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,22950.00,89.00,89.60,67.15,83.90,87.60,83.90,5564.00,64070.28,223.38,90300.00,4050.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23000.00,83.50,83.55,56.85,72.60,75.90,72.60,80024.00,923025.08,2749.08,2973400.00,-117600.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23050.00,68.60,68.60,47.60,59.40,62.00,59.40,7291.00,84233.74,204.96,124900.00,12100.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23100.00,48.00,52.55,38.80,48.00,52.05,48.00,29226.00,338243.29,682.99,970100.00,210200.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23150.00,35.05,44.30,33.20,40.35,42.45,40.35,9117.00,105706.58,177.31,162450.00,-19000.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23200.00,31.05,36.40,26.50,32.50,34.85,32.50,36423.00,423081.91,575.11,1982850.00,145750.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23250.00,23.70,30.10,22.55,26.45,28.45,26.45,9757.00,113552.27,127.15,150150.00,-38500.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23300.00,27.30,27.30,18.25,21.30,22.85,21.30,32030.00,373487.03,337.53,999900.00,121000.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23350.00,23.00,23.00,15.45,17.75,18.80,17.75,6742.00,78773.14,60.29,106650.00,3350.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23400.00,14.35,16.40,12.05,13.95,14.65,13.95,28475.00,333359.36,201.86,1231300.00,90550.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23450.00,13.20,14.40,10.45,11.70,12.40,11.70,4764.00,55887.26,29.36,86150.00,-16000.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23500.00,11.00,15.00,8.80,9.80,10.20,9.80,30536.00,358955.90,157.90,1839550.00,176150.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23550.00,10.65,10.85,7.60,8.30,8.70,8.30,2794.00,32911.95,12.60,55050.00,2250.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23600.00,9.85,9.85,6.75,7.05,7.25,7.05,11609.00,137031.44,45.24,375800.00,21550.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23650.00,7.75,8.45,6.00,6.25,6.25,6.25,2174.00,25715.35,7.80,54200.00,1300.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23700.00,7.00,7.80,5.40,5.55,5.55,5.55,6325.00,74972.25,21.00,352550.00,-33300.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23750.00,7.85,8.00,4.75,5.05,5.00,5.05,397.00,4715.58,1.20,15300.00,1600.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23800.00,6.80,6.80,4.30,4.50,4.40,4.50,5219.00,62120.26,14.16,353500.00,32400.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23850.00,6.50,6.65,3.70,4.10,3.95,4.10,568.00,6774.76,1.36,19000.00,250.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23900.00,5.90,5.90,3.45,3.70,3.50,3.70,4148.00,49578.16,9.56,185650.00,-10550.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,23950.00,5.15,5.50,3.25,3.45,3.25,3.45,688.00,8240.15,1.35,26900.00,2350.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,24000.00,5.00,5.25,2.40,2.65,2.45,2.65,28302.00,339672.68,48.68,2112050.00,419950.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,24050.00,5.00,5.30,2.55,2.80,2.70,2.80,481.00,5784.92,0.90,15100.00,3750.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,24100.00,4.40,4.80,2.40,2.60,2.40,2.60,1418.00,17089.31,2.41,53100.00,2650.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,24150.00,5.55,5.60,2.55,2.65,2.55,2.65,312.00,3767.91,0.51,13850.00,800.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,24200.00,4.50,4.65,2.25,2.45,2.30,2.45,6091.00,73710.40,9.30,284400.00,8400.00,22513.70
NIFTY,05-Apr-2024,25-Apr-2024,CE,24250.00,3.95,5.30,2.30,2.70,2.70,2.70,4009.00,48615.02,5.90,243700.00,60300.00,22513.70
NIFTY,08-Apr-2024,25-Apr-2024,CE,19600.00,3060.00,3155.00,3060.00,3135.00,3135.00,3135.00,52.00,590.80,81.20,196950.00,-1000.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,19650.00,-,-,-,2990.15,2990.15,3081.30,-,-,-,700.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,19700.00,-,-,-,2935.25,2935.25,3031.45,-,-,-,3950.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,19750.00,-,-,-,2891.15,2891.15,2981.60,-,-,-,500.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,19800.00,-,-,-,2750.00,2750.00,2931.80,-,-,-,6750.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,19850.00,2887.00,2887.00,2887.00,2887.00,2887.00,2881.95,6.00,68.21,8.66,2400.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,19900.00,2822.00,2822.00,2822.00,2822.00,2822.00,2832.10,1.00,11.36,1.41,5000.00,50.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,19950.00,-,-,-,2692.40,2692.40,2782.30,-,-,-,450.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20000.00,2636.95,2759.90,2630.00,2736.95,2741.85,2736.95,2361.00,26809.39,3199.39,1264350.00,-71250.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20050.00,-,-,-,2592.75,2592.75,2682.60,-,-,-,450.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20100.00,2565.00,2625.00,2565.00,2625.00,2625.00,2632.80,2.00,22.70,2.60,5900.00,-50.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20150.00,-,-,-,2496.85,2496.85,2582.95,-,-,-,300.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20200.00,2455.00,2564.65,2455.00,2564.65,2564.65,2564.65,440.00,5000.03,556.03,22200.00,-7050.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20250.00,-,-,-,2396.40,2396.40,2483.30,-,-,-,600.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20300.00,2422.00,2422.00,2422.00,2422.00,2422.00,2433.45,1.00,11.36,1.21,14100.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20350.00,-,-,-,2295.55,2295.55,2383.65,-,-,-,400.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20400.00,2319.95,2319.95,2319.95,2319.95,2319.95,2333.80,1.00,11.36,1.16,4800.00,-50.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20450.00,-,-,-,2197.90,2197.90,2284.00,-,-,-,500.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20500.00,2145.35,2261.20,2145.00,2241.50,2250.75,2241.50,211.00,2396.41,233.66,259600.00,-4000.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20550.00,-,-,-,2098.85,2098.85,2184.35,-,-,-,250.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20600.00,-,-,-,1956.05,1956.05,2134.55,-,-,-,8700.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20650.00,-,-,-,1999.85,1999.85,2084.75,-,-,-,500.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20700.00,1938.65,2053.10,1938.60,2037.75,2034.30,2037.75,29.00,329.39,29.24,45150.00,50.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20750.00,1995.00,1995.00,1995.00,1995.00,1995.00,1985.25,1.00,11.37,1.00,250.00,-50.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20800.00,1858.85,1858.85,1858.85,1858.85,1858.85,1935.50,1.00,11.33,0.93,22850.00,50.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20850.00,-,-,-,1802.15,1802.15,1885.80,-,-,-,450.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20900.00,1820.00,1851.00,1820.00,1851.00,1851.00,1836.10,2.00,22.74,1.84,8650.00,100.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,20950.00,-,-,-,1703.20,1703.20,1786.50,-,-,-,300.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21000.00,1650.00,1769.95,1631.55,1742.00,1748.00,1742.00,1090.00,12381.61,936.61,619500.00,-32300.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21050.00,-,-,-,1602.90,1602.90,1687.35,-,-,-,550.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21100.00,1565.00,1665.00,1565.00,1633.95,1633.95,1637.90,25.00,284.22,20.47,9150.00,450.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21150.00,-,-,-,1506.65,1506.65,1588.55,-,-,-,550.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21200.00,1465.00,1575.50,1465.00,1541.35,1541.35,1541.35,44.00,500.45,34.05,21400.00,-550.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21250.00,-,-,-,1408.15,1408.15,1490.15,-,-,-,1100.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21300.00,1392.00,1465.00,1392.00,1465.00,1465.00,1441.15,4.00,45.46,2.86,28650.00,-50.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21350.00,-,-,-,1310.80,1310.80,1392.35,-,-,-,500.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21400.00,1182.00,1360.00,1182.00,1360.00,1360.00,1343.75,8.00,90.76,5.16,14450.00,-50.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21450.00,-,-,-,1215.10,1215.10,1295.35,-,-,-,700.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21500.00,1150.00,1278.00,1146.10,1257.85,1262.00,1257.85,792.00,9000.42,486.42,304150.00,1600.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21550.00,-,-,-,1114.35,1114.35,1199.40,-,-,-,8050.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21600.00,1067.00,1160.00,1055.00,1151.15,1151.15,1151.95,62.00,704.29,34.69,49200.00,-50.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21650.00,-,-,-,1024.50,1024.50,1104.85,-,-,-,1900.00,-,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21700.00,945.50,1085.35,945.50,1059.75,1067.10,1059.75,1234.00,14025.05,636.15,102950.00,15350.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21750.00,966.00,1035.35,966.00,1021.25,1021.25,1012.00,62.00,705.50,31.25,11350.00,900.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21800.00,885.00,987.95,863.10,967.90,975.00,967.90,202.00,2296.27,94.47,88750.00,-250.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21850.00,818.85,944.75,818.85,933.85,937.80,933.85,55.00,625.31,24.44,10750.00,-350.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21900.00,795.00,898.00,778.40,883.15,886.70,883.15,395.00,4496.02,170.77,87100.00,-6050.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,21950.00,780.00,853.75,780.00,828.15,828.15,828.15,37.00,421.23,15.15,8450.00,1000.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22000.00,675.90,809.70,675.90,790.20,796.00,790.20,7407.00,84286.42,2809.42,1231150.00,-51500.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22050.00,705.00,754.05,678.65,738.65,740.60,738.65,120.00,1366.49,43.49,27300.00,1950.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22100.00,604.90,719.95,600.00,700.55,698.25,700.55,1406.00,16008.21,471.91,297800.00,-11550.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22150.00,599.45,676.60,585.35,661.50,662.75,661.50,113.00,1286.71,35.24,47750.00,-600.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22200.00,530.00,632.85,519.85,613.40,619.25,613.40,4160.00,47388.50,1212.50,366250.00,-64050.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22250.00,495.05,586.90,477.35,569.75,577.30,569.75,363.00,4135.59,97.21,40050.00,-150.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22300.00,453.50,547.50,441.00,529.35,535.35,529.35,7128.00,81237.64,1760.44,684750.00,16350.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22350.00,412.00,505.05,405.45,490.45,494.65,490.45,639.00,7289.02,148.20,46550.00,-5450.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22400.00,350.00,470.00,350.00,450.75,455.00,450.75,16768.00,191256.72,3455.12,1052650.00,-24300.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22450.00,342.55,428.70,334.00,412.75,418.10,412.75,1749.00,19965.93,333.40,85350.00,-17950.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22500.00,296.55,392.65,296.55,374.95,380.00,374.95,65626.00,749604.40,11311.90,2912950.00,-62900.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22550.00,225.70,356.90,220.50,339.75,344.35,339.75,6001.00,68599.08,937.81,119100.00,-7600.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22600.00,228.35,323.75,228.35,307.20,312.00,307.20,54507.00,623635.41,7706.31,1305050.00,164700.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22650.00,221.90,290.45,214.60,275.75,280.00,275.75,9158.00,104907.25,1192.90,133050.00,29650.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22700.00,194.95,259.60,189.00,245.00,249.00,245.00,48275.00,553512.21,5590.96,913100.00,219800.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22750.00,170.00,230.05,165.00,216.90,221.95,216.90,7349.00,84335.17,740.29,107800.00,8300.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22800.00,139.80,202.75,139.80,190.10,191.30,190.10,38852.00,446366.29,3453.49,1100900.00,-21650.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22850.00,130.00,177.50,116.00,165.35,169.50,165.35,11679.00,134328.47,895.90,101050.00,-19900.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22900.00,116.25,154.70,105.90,142.10,143.65,142.10,27212.00,313385.21,1807.81,687850.00,4900.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,22950.00,95.00,133.65,89.90,122.25,123.25,122.25,9466.00,109160.23,537.88,108950.00,18650.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23000.00,82.25,115.40,76.75,104.45,105.40,104.45,85018.00,981956.63,4249.63,3071650.00,98250.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23050.00,65.50,97.00,63.60,87.55,90.15,87.55,6979.00,80721.89,288.92,127550.00,2650.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23100.00,55.05,81.90,52.05,73.50,75.00,73.50,35524.00,411536.18,1233.98,908900.00,-61200.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23150.00,46.00,69.20,43.60,61.15,62.35,61.15,9128.00,105921.20,264.60,142050.00,-20400.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23200.00,38.15,56.90,32.90,50.30,51.35,50.30,51132.00,594366.55,1235.35,2624500.00,641650.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23250.00,30.90,48.15,28.90,43.20,43.70,43.20,13158.00,153227.11,265.36,329700.00,179550.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23300.00,24.25,39.65,23.65,35.55,35.95,35.55,44986.00,524817.57,730.67,1148900.00,149000.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23350.00,20.85,33.15,19.15,29.95,30.50,29.95,12348.00,144330.83,167.93,252850.00,146200.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23400.00,16.60,26.15,14.85,23.85,23.80,23.85,53850.00,630624.80,579.80,1133050.00,-98250.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23450.00,13.25,21.90,12.60,19.80,19.70,19.80,4675.00,54856.88,42.50,94900.00,8750.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23500.00,11.05,18.10,10.30,16.25,16.10,16.25,36536.00,429564.85,266.85,1878600.00,39050.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23550.00,9.00,15.05,8.85,13.90,13.70,13.90,2971.00,35000.48,16.95,57150.00,2100.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23600.00,7.60,12.50,7.10,11.45,10.55,11.45,22140.00,261366.67,114.67,417350.00,41550.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23650.00,6.35,10.85,6.30,9.95,9.80,9.95,4806.00,56851.80,20.85,83650.00,29450.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23700.00,5.25,8.85,4.55,8.25,8.10,8.25,13021.00,154347.62,48.77,386800.00,34250.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23750.00,5.25,7.60,5.25,7.15,7.00,7.15,2345.00,27854.74,7.87,43700.00,28400.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23800.00,4.75,6.60,3.20,6.20,6.05,6.20,11911.00,141774.91,34.01,448900.00,95400.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23850.00,4.55,6.50,4.20,5.80,5.70,5.80,1495.00,17831.74,3.86,27600.00,8600.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23900.00,5.05,6.85,2.50,5.20,5.15,5.20,8680.00,103746.35,20.35,131200.00,-54450.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,23950.00,4.75,5.45,3.40,4.85,4.70,4.85,809.00,9689.51,1.73,28200.00,1300.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,24000.00,2.95,4.50,2.60,3.95,3.75,3.95,24554.00,294690.41,42.41,1861400.00,-250650.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,24050.00,2.85,5.80,2.65,3.95,4.10,3.95,672.00,8082.04,1.24,15950.00,850.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,24100.00,2.65,3.75,2.50,3.60,3.55,3.60,1487.00,17920.74,2.39,52750.00,-350.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,24150.00,2.50,4.30,2.40,3.55,3.65,3.55,383.00,4625.37,0.65,19500.00,5650.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,24200.00,2.50,3.35,2.00,3.20,3.20,3.20,5835.00,70611.78,8.28,223250.00,-61150.00,22666.30
NIFTY,08-Apr-2024,25-Apr-2024,CE,24250.00,2.75,3.45,2.55,3.15,3.20,3.15,4126.00,50033.82,6.07,255000.00,11300.00,22666.30
NIFTY,09-Apr-2024,25-Apr-2024,CE,19600.00,3220.00,3227.00,3100.00,3115.00,3115.00,3115.00,104.00,1184.67,165.47,194800.00,-2150.00,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,19650.00,-,-,-,2990.15,2990.15,3053.90,-,-,-,700.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,19700.00,3025.00,3025.00,3025.00,3025.00,3025.00,3004.05,1.00,11.36,1.51,4000.00,50.00,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,19750.00,-,-,-,2891.15,2891.15,2954.25,-,-,-,500.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,19800.00,-,-,-,2750.00,2750.00,2904.40,-,-,-,6750.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,19850.00,-,-,-,2887.00,2887.00,2854.55,-,-,-,2400.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,19900.00,-,-,-,2822.00,2822.00,2804.70,-,-,-,5000.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,19950.00,-,-,-,2692.40,2692.40,2754.85,-,-,-,450.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20000.00,2780.00,2834.70,2691.30,2721.50,2722.65,2721.50,1419.00,16163.19,1973.19,1230800.00,-33550.00,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20050.00,2720.00,2720.00,2720.00,2720.00,2720.00,2655.15,1.00,11.38,1.36,450.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20100.00,2707.00,2707.00,2707.00,2707.00,2707.00,2605.30,1.00,11.40,1.35,5900.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20150.00,2625.00,2625.00,2625.00,2625.00,2625.00,2555.50,1.00,11.39,1.31,250.00,-50.00,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20200.00,2549.00,2614.00,2544.80,2544.80,2544.80,2544.80,116.00,1319.39,147.79,17950.00,-4250.00,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20250.00,-,-,-,2396.40,2396.40,2455.80,-,-,-,600.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20300.00,2422.45,2424.60,2420.15,2423.15,2423.15,2405.95,66.00,749.86,79.96,14100.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20350.00,-,-,-,2295.55,2295.55,2356.10,-,-,-,400.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20400.00,-,-,-,2319.95,2319.95,2306.30,-,-,-,4800.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20450.00,-,-,-,2197.90,2197.90,2256.45,-,-,-,500.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20500.00,2256.70,2330.00,2220.00,2228.90,2226.70,2228.90,109.00,1242.25,125.00,258300.00,-1300.00,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20550.00,-,-,-,2098.85,2098.85,2156.80,-,-,-,250.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20600.00,-,-,-,1956.05,1956.05,2107.00,-,-,-,8700.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20650.00,2140.00,2140.00,2140.00,2140.00,2140.00,2057.15,1.00,11.39,1.07,500.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20700.00,2074.90,2124.70,2020.50,2025.25,2025.25,2007.35,44.00,500.15,44.75,45150.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20750.00,2035.00,2035.00,2035.00,2035.00,2035.00,1957.60,1.00,11.39,1.02,250.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20800.00,1986.95,2027.25,1932.45,1932.45,1932.45,1907.85,15.00,170.91,14.91,22800.00,-50.00,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20850.00,-,-,-,1802.15,1802.15,1858.10,-,-,-,450.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20900.00,1920.00,1931.35,1920.00,1931.35,1931.35,1808.40,2.00,22.83,1.93,8650.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,20950.00,-,-,-,1703.20,1703.20,1758.70,-,-,-,300.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,21000.00,1780.85,1840.00,1710.00,1732.60,1728.30,1732.60,697.00,7941.51,623.01,600850.00,-18650.00,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,21050.00,-,-,-,1602.90,1602.90,1659.50,-,-,-,550.00,-,22642.75
NIFTY,09-Apr-2024,25-Apr-2024,CE,21100.00,-,-,-,1633.95,1633.95,1610.00,-,-,-,9150.00,-,22642.75
